gene	RCP	LCP
ENSG00000256628	  0.005	  0.007
ENSG00000013392	  0.002	  0.007
ENSG00000273149	  0.004	  0.007
ENSG00000166323	  0.007	  0.007
ENSG00000128915	  0.005	  0.007
ENSG00000235501	  0.005	  0.007
ENSG00000269986	  0.006	  0.007
ENSG00000253771	  0.003	  0.007
ENSG00000115556	  0.002	  0.007
ENSG00000153976	  0.005	  0.007
ENSG00000035115	  0.005	  0.007
ENSG00000153044	  0.002	  0.007
ENSG00000258427	  0.001	  0.007
ENSG00000122696	  0.006	  0.007
ENSG00000255449	  0.002	  0.007
ENSG00000178202	  0.004	  0.007
ENSG00000120658	  0.004	  0.007
ENSG00000124942	  0.003	  0.007
ENSG00000105556	  0.005	  0.007
ENSG00000184898	  0.002	  0.006
ENSG00000236849	  0.003	  0.006
ENSG00000025156	  0.004	  0.006
ENSG00000075213	  0.002	  0.006
ENSG00000146350	  0.003	  0.006
ENSG00000173926	  0.002	  0.006
ENSG00000179021	  0.001	  0.006
ENSG00000149541	  0.005	  0.006
ENSG00000111254	  0.004	  0.006
ENSG00000177963	  0.003	  0.006
ENSG00000169026	  0.006	  0.006
ENSG00000129946	  0.006	  0.006
ENSG00000170234	  0.001	  0.006
ENSG00000272674	  0.004	  0.006
ENSG00000041982	  0.001	  0.006
ENSG00000175324	  0.003	  0.006
ENSG00000116198	  0.006	  0.006
ENSG00000223685	  0.003	  0.006
ENSG00000215817	  0.001	  0.006
ENSG00000166578	  0.003	  0.006
ENSG00000249307	  0.003	  0.006
ENSG00000197321	  0.006	  0.006
ENSG00000116977	  0.002	  0.006
ENSG00000166348	  0.001	  0.006
ENSG00000183186	  0.006	  0.006
ENSG00000175137	  0.004	  0.006
ENSG00000224769	  0.006	  0.006
ENSG00000148824	  0.005	  0.006
ENSG00000254981	  0.005	  0.006
ENSG00000138606	  0.003	  0.006
ENSG00000180071	  0.006	  0.006
ENSG00000250312	  0.005	  0.006
ENSG00000204922	  0.004	  0.006
ENSG00000170581	  0.005	  0.006
ENSG00000143178	  0.002	  0.006
ENSG00000119314	  0.002	  0.006
ENSG00000167461	  0.003	  0.006
ENSG00000172270	  0.004	  0.006
ENSG00000135541	  0.006	  0.006
ENSG00000237512	  0.006	  0.006
ENSG00000147526	  0.006	  0.006
ENSG00000116688	  0.004	  0.006
ENSG00000214578	  0.001	  0.006
ENSG00000248334	  0.006	  0.006
ENSG00000164270	  0.002	  0.006
ENSG00000111615	  0.003	  0.006
ENSG00000100075	  0.002	  0.006
ENSG00000128294	  0.004	  0.006
ENSG00000117461	  0.003	  0.006
ENSG00000182912	  0.003	  0.006
ENSG00000115145	  0.003	  0.006
ENSG00000187688	  0.003	  0.006
ENSG00000175894	  0.005	  0.006
ENSG00000176115	  0.006	  0.006
ENSG00000182168	  0.006	  0.006
ENSG00000146540	  0.003	  0.006
ENSG00000135144	  0.006	  0.006
ENSG00000034533	  0.002	  0.006
ENSG00000269837	  0.006	  0.006
ENSG00000119326	  0.003	  0.006
ENSG00000160223	  0.006	  0.006
ENSG00000204381	  0.006	  0.006
ENSG00000128617	  0.005	  0.006
ENSG00000125775	  0.005	  0.006
ENSG00000120675	  0.006	  0.006
ENSG00000211679	  0.006	  0.006
ENSG00000205837	  0.005	  0.006
ENSG00000054793	  0.006	  0.006
ENSG00000183615	  0.001	  0.006
ENSG00000278619	  0.004	  0.006
ENSG00000168386	  0.004	  0.006
ENSG00000143742	  0.003	  0.006
ENSG00000198155	  0.003	  0.006
ENSG00000142694	  0.006	  0.006
ENSG00000227953	  0.004	  0.006
ENSG00000270157	  0.005	  0.006
ENSG00000172671	  0.003	  0.006
ENSG00000250891	  0.003	  0.006
ENSG00000104231	  0.004	  0.006
ENSG00000273036	  0.005	  0.006
ENSG00000006432	  0.005	  0.006
ENSG00000108528	  0.004	  0.006
ENSG00000156052	  0.002	  0.006
ENSG00000146373	  0.003	  0.006
ENSG00000275759	  0.004	  0.006
ENSG00000185627	  0.003	  0.006
ENSG00000131503	  0.004	  0.006
ENSG00000165490	  0.002	  0.006
ENSG00000283426	  0.005	  0.006
ENSG00000225964	  0.005	  0.006
ENSG00000113810	  0.003	  0.006
ENSG00000234719	  0.005	  0.006
ENSG00000231887	  0.003	  0.006
ENSG00000112379	  0.003	  0.006
ENSG00000154655	  0.001	  0.006
ENSG00000259287	  0.002	  0.006
ENSG00000255389	  0.005	  0.006
ENSG00000124787	  0.005	  0.006
ENSG00000185420	  0.005	  0.006
ENSG00000115364	  0.003	  0.006
ENSG00000189339	  0.004	  0.006
ENSG00000173210	  0.004	  0.006
ENSG00000143147	  0.003	  0.006
ENSG00000272109	  0.004	  0.006
ENSG00000178187	  0.005	  0.006
ENSG00000275630	  0.002	  0.006
ENSG00000253671	  0.002	  0.006
ENSG00000146001	  0.002	  0.006
ENSG00000272668	  0.003	  0.006
ENSG00000272983	  0.002	  0.006
ENSG00000129295	  0.004	  0.006
ENSG00000100445	  0.002	  0.006
ENSG00000269113	  0.003	  0.006
ENSG00000197903	  0.003	  0.006
ENSG00000143971	  0.003	  0.006
ENSG00000196159	  0.006	  0.006
ENSG00000133706	  0.001	  0.006
ENSG00000242349	  0.003	  0.006
ENSG00000254681	  0.006	  0.006
ENSG00000204604	  0.005	  0.006
ENSG00000154122	  0.004	  0.006
ENSG00000260855	  0.004	  0.006
ENSG00000119950	  0.005	  0.006
ENSG00000111325	  0.000	  0.006
ENSG00000110429	  0.003	  0.006
ENSG00000163565	  0.005	  0.006
ENSG00000279453	  0.005	  0.006
ENSG00000164983	  0.004	  0.006
ENSG00000113971	  0.005	  0.006
ENSG00000100731	  0.001	  0.006
ENSG00000255837	  0.002	  0.006
ENSG00000142178	  0.002	  0.006
ENSG00000163319	  0.003	  0.006
ENSG00000189350	  0.003	  0.006
ENSG00000006125	  0.004	  0.006
ENSG00000077097	  0.003	  0.005
ENSG00000071462	  0.003	  0.005
ENSG00000106018	  0.003	  0.005
ENSG00000066084	  0.004	  0.005
ENSG00000231395	  0.000	  0.005
ENSG00000128656	  0.001	  0.005
ENSG00000250327	  0.002	  0.005
ENSG00000281468	  0.003	  0.005
ENSG00000100307	  0.001	  0.005
ENSG00000142185	  0.003	  0.005
ENSG00000198133	  0.003	  0.005
ENSG00000111640	  0.003	  0.005
ENSG00000164122	  0.004	  0.005
ENSG00000248275	  0.003	  0.005
ENSG00000160345	  0.001	  0.005
ENSG00000117834	  0.003	  0.005
ENSG00000214846	  0.004	  0.005
ENSG00000115947	  0.003	  0.005
ENSG00000253982	  0.004	  0.005
ENSG00000224032	  0.004	  0.005
ENSG00000116194	  0.005	  0.005
ENSG00000156096	  0.002	  0.005
ENSG00000272368	  0.003	  0.005
ENSG00000168765	  0.005	  0.005
ENSG00000025796	  0.004	  0.005
ENSG00000153157	  0.005	  0.005
ENSG00000251455	  0.000	  0.005
ENSG00000223704	  0.004	  0.005
ENSG00000198890	  0.002	  0.005
ENSG00000204177	  0.005	  0.005
ENSG00000258920	  0.005	  0.005
ENSG00000198721	  0.004	  0.005
ENSG00000230362	  0.001	  0.005
ENSG00000214279	  0.005	  0.005
ENSG00000144791	  0.004	  0.005
ENSG00000136274	  0.002	  0.005
ENSG00000154889	  0.004	  0.005
ENSG00000251669	  0.003	  0.005
ENSG00000127884	  0.004	  0.005
ENSG00000107290	  0.004	  0.005
ENSG00000118729	  0.004	  0.005
ENSG00000070610	  0.001	  0.005
ENSG00000166340	  0.003	  0.005
ENSG00000100722	  0.003	  0.005
ENSG00000186231	  0.004	  0.005
ENSG00000251580	  0.004	  0.005
ENSG00000197969	  0.004	  0.005
ENSG00000232888	  0.001	  0.005
ENSG00000250786	  0.004	  0.005
ENSG00000185686	  0.002	  0.005
ENSG00000054654	  0.005	  0.005
ENSG00000196542	  0.004	  0.005
ENSG00000152348	  0.004	  0.005
ENSG00000073578	  0.001	  0.005
ENSG00000198225	  0.001	  0.005
ENSG00000088854	  0.002	  0.005
ENSG00000115307	  0.004	  0.005
ENSG00000100441	  0.002	  0.005
ENSG00000006744	  0.003	  0.005
ENSG00000177614	  0.002	  0.005
ENSG00000141404	  0.004	  0.005
ENSG00000206127	  0.005	  0.005
ENSG00000242516	  0.004	  0.005
ENSG00000225670	  0.002	  0.005
ENSG00000134864	  0.002	  0.005
ENSG00000179639	  0.005	  0.005
ENSG00000259475	  0.004	  0.005
ENSG00000162194	  0.004	  0.005
ENSG00000272631	  0.002	  0.005
ENSG00000054118	  0.001	  0.005
ENSG00000119227	  0.005	  0.005
ENSG00000173230	  0.002	  0.005
ENSG00000268555	  0.005	  0.005
ENSG00000114547	  0.003	  0.005
ENSG00000214100	  0.003	  0.005
ENSG00000104365	  0.001	  0.005
ENSG00000134056	  0.002	  0.005
ENSG00000120322	  0.005	  0.005
ENSG00000169592	  0.003	  0.005
ENSG00000152457	  0.003	  0.005
ENSG00000203668	  0.003	  0.005
ENSG00000226259	  0.005	  0.005
ENSG00000180953	  0.004	  0.005
ENSG00000182903	  0.002	  0.005
ENSG00000182359	  0.004	  0.005
ENSG00000277566	  0.003	  0.005
ENSG00000240303	  0.003	  0.005
ENSG00000197580	  0.003	  0.005
ENSG00000257542	  0.004	  0.005
ENSG00000092009	  0.001	  0.005
ENSG00000260398	  0.003	  0.005
ENSG00000171806	  0.002	  0.005
ENSG00000245685	  0.001	  0.005
ENSG00000126602	  0.005	  0.005
ENSG00000071994	  0.003	  0.005
ENSG00000135426	  0.002	  0.005
ENSG00000213809	  0.003	  0.005
ENSG00000000457	  0.001	  0.005
ENSG00000101474	  0.003	  0.005
ENSG00000234630	  0.003	  0.005
ENSG00000186399	  0.004	  0.005
ENSG00000127364	  0.003	  0.005
ENSG00000174808	  0.004	  0.005
ENSG00000227671	  0.003	  0.005
ENSG00000125814	  0.002	  0.005
ENSG00000279943	  0.003	  0.005
ENSG00000279425	  0.001	  0.005
ENSG00000254554	  0.000	  0.005
ENSG00000155970	  0.005	  0.005
ENSG00000227910	  0.001	  0.005
ENSG00000272973	  0.003	  0.005
ENSG00000272779	  0.004	  0.005
ENSG00000164647	  0.002	  0.005
ENSG00000251330	  0.002	  0.005
ENSG00000114062	  0.002	  0.005
ENSG00000010610	  0.004	  0.005
ENSG00000070476	  0.002	  0.005
ENSG00000048028	  0.005	  0.005
ENSG00000229320	  0.002	  0.005
ENSG00000166313	  0.004	  0.005
ENSG00000168569	  0.002	  0.005
ENSG00000128534	  0.001	  0.005
ENSG00000162714	  0.004	  0.005
ENSG00000244617	  0.002	  0.005
ENSG00000247315	  0.005	  0.005
ENSG00000167920	  0.003	  0.005
ENSG00000243709	  0.005	  0.005
ENSG00000197165	  0.003	  0.005
ENSG00000166407	  0.004	  0.005
ENSG00000261502	  0.004	  0.005
ENSG00000272338	  0.001	  0.005
ENSG00000164597	  0.003	  0.005
ENSG00000128731	  0.002	  0.005
ENSG00000243289	  0.003	  0.005
ENSG00000223776	  0.005	  0.005
ENSG00000262580	  0.005	  0.005
ENSG00000009830	  0.004	  0.005
ENSG00000133067	  0.002	  0.005
ENSG00000005483	  0.002	  0.005
ENSG00000270510	  0.001	  0.005
ENSG00000273073	  0.003	  0.005
ENSG00000237975	  0.004	  0.005
ENSG00000172817	  0.003	  0.005
ENSG00000012779	  0.002	  0.005
ENSG00000234084	  0.005	  0.005
ENSG00000158473	  0.003	  0.005
ENSG00000173040	  0.005	  0.005
ENSG00000277290	  0.002	  0.005
ENSG00000272989	  0.005	  0.005
ENSG00000151413	  0.003	  0.005
ENSG00000272491	  0.002	  0.005
ENSG00000185697	  0.001	  0.005
ENSG00000179967	  0.003	  0.005
ENSG00000275441	  0.002	  0.005
ENSG00000144909	  0.002	  0.005
ENSG00000165118	  0.001	  0.005
ENSG00000250415	  0.005	  0.005
ENSG00000205710	  0.002	  0.005
ENSG00000038002	  0.004	  0.005
ENSG00000162769	  0.004	  0.005
ENSG00000122912	  0.002	  0.005
ENSG00000163958	  0.001	  0.005
ENSG00000250072	  0.003	  0.005
ENSG00000113240	  0.002	  0.005
ENSG00000170677	  0.004	  0.005
ENSG00000236152	  0.003	  0.005
ENSG00000071991	  0.002	  0.005
ENSG00000197977	  0.002	  0.005
ENSG00000182372	  0.004	  0.005
ENSG00000246523	  0.003	  0.005
ENSG00000260604	  0.004	  0.005
ENSG00000274895	  0.004	  0.005
ENSG00000175309	  0.003	  0.005
ENSG00000276724	  0.004	  0.005
ENSG00000213186	  0.001	  0.005
ENSG00000160193	  0.002	  0.005
ENSG00000136999	  0.001	  0.005
ENSG00000179818	  0.001	  0.005
ENSG00000163322	  0.001	  0.005
ENSG00000174943	  0.000	  0.005
ENSG00000156463	  0.001	  0.005
ENSG00000165406	  0.004	  0.005
ENSG00000196358	  0.002	  0.005
ENSG00000244701	  0.004	  0.005
ENSG00000224318	  0.004	  0.005
ENSG00000143156	  0.003	  0.005
ENSG00000145476	  0.004	  0.005
ENSG00000219438	  0.004	  0.005
ENSG00000160961	  0.003	  0.005
ENSG00000226363	  0.004	  0.005
ENSG00000142632	  0.002	  0.005
ENSG00000275426	  0.004	  0.005
ENSG00000249216	  0.002	  0.005
ENSG00000132406	  0.004	  0.005
ENSG00000004777	  0.001	  0.005
ENSG00000147684	  0.004	  0.005
ENSG00000225806	  0.003	  0.005
ENSG00000122299	  0.002	  0.005
ENSG00000160194	  0.003	  0.005
ENSG00000129219	  0.004	  0.005
ENSG00000140688	  0.002	  0.005
ENSG00000164695	  0.003	  0.005
ENSG00000261770	  0.003	  0.005
ENSG00000130413	  0.002	  0.005
ENSG00000259659	  0.003	  0.005
ENSG00000196172	  0.004	  0.005
ENSG00000169877	  0.001	  0.005
ENSG00000119801	  0.003	  0.004
ENSG00000164830	  0.002	  0.004
ENSG00000178796	  0.003	  0.004
ENSG00000104219	  0.004	  0.004
ENSG00000175265	  0.002	  0.004
ENSG00000236816	  0.001	  0.004
ENSG00000149328	  0.004	  0.004
ENSG00000028839	  0.003	  0.004
ENSG00000170356	  0.004	  0.004
ENSG00000225693	  0.001	  0.004
ENSG00000251595	  0.001	  0.004
ENSG00000171564	  0.002	  0.004
ENSG00000011295	  0.002	  0.004
ENSG00000107282	  0.003	  0.004
ENSG00000237840	  0.004	  0.004
ENSG00000145736	  0.004	  0.004
ENSG00000172046	  0.004	  0.004
ENSG00000248810	  0.003	  0.004
ENSG00000138750	  0.001	  0.004
ENSG00000076382	  0.004	  0.004
ENSG00000164934	  0.002	  0.004
ENSG00000188004	  0.004	  0.004
ENSG00000089101	  0.003	  0.004
ENSG00000164631	  0.003	  0.004
ENSG00000168546	  0.002	  0.004
ENSG00000234292	  0.002	  0.004
ENSG00000183155	  0.003	  0.004
ENSG00000270996	  0.003	  0.004
ENSG00000219545	  0.002	  0.004
ENSG00000160191	  0.002	  0.004
ENSG00000023041	  0.002	  0.004
ENSG00000134057	  0.003	  0.004
ENSG00000224189	  0.004	  0.004
ENSG00000197993	  0.002	  0.004
ENSG00000128262	  0.003	  0.004
ENSG00000036448	  0.003	  0.004
ENSG00000104290	  0.002	  0.004
ENSG00000123136	  0.003	  0.004
ENSG00000177025	  0.003	  0.004
ENSG00000130489	  0.004	  0.004
ENSG00000187953	  0.003	  0.004
ENSG00000118004	  0.004	  0.004
ENSG00000157214	  0.003	  0.004
ENSG00000275720	  0.003	  0.004
ENSG00000198468	  0.004	  0.004
ENSG00000176148	  0.002	  0.004
ENSG00000109519	  0.001	  0.004
ENSG00000253227	  0.002	  0.004
ENSG00000101280	  0.004	  0.004
ENSG00000167977	  0.000	  0.004
ENSG00000132849	  0.004	  0.004
ENSG00000270659	  0.003	  0.004
ENSG00000267575	  0.002	  0.004
ENSG00000173894	  0.002	  0.004
ENSG00000276170	  0.003	  0.004
ENSG00000171714	  0.001	  0.004
ENSG00000167325	  0.003	  0.004
ENSG00000270696	  0.002	  0.004
ENSG00000271335	  0.003	  0.004
ENSG00000171863	  0.003	  0.004
ENSG00000227258	  0.004	  0.004
ENSG00000234171	  0.003	  0.004
ENSG00000149346	  0.002	  0.004
ENSG00000197121	  0.003	  0.004
ENSG00000157456	  0.002	  0.004
ENSG00000081320	  0.003	  0.004
ENSG00000144229	  0.003	  0.004
ENSG00000271662	  0.003	  0.004
ENSG00000256537	  0.003	  0.004
ENSG00000174004	  0.003	  0.004
ENSG00000165621	  0.002	  0.004
ENSG00000135378	  0.003	  0.004
ENSG00000074211	  0.003	  0.004
ENSG00000181656	  0.003	  0.004
ENSG00000267302	  0.004	  0.004
ENSG00000198042	  0.001	  0.004
ENSG00000204843	  0.001	  0.004
ENSG00000012232	  0.002	  0.004
ENSG00000124635	  0.002	  0.004
ENSG00000175352	  0.002	  0.004
ENSG00000122674	  0.004	  0.004
ENSG00000160539	  0.003	  0.004
ENSG00000213077	  0.003	  0.004
ENSG00000131495	  0.001	  0.004
ENSG00000171811	  0.003	  0.004
ENSG00000026751	  0.003	  0.004
ENSG00000137074	  0.002	  0.004
ENSG00000100580	  0.003	  0.004
ENSG00000128245	  0.003	  0.004
ENSG00000228775	  0.003	  0.004
ENSG00000198089	  0.002	  0.004
ENSG00000279464	  0.002	  0.004
ENSG00000280339	  0.002	  0.004
ENSG00000283696	  0.003	  0.004
ENSG00000278869	  0.004	  0.004
ENSG00000133687	  0.003	  0.004
ENSG00000108100	  0.004	  0.004
ENSG00000091262	  0.004	  0.004
ENSG00000164197	  0.003	  0.004
ENSG00000160321	  0.002	  0.004
ENSG00000228716	  0.002	  0.004
ENSG00000105135	  0.003	  0.004
ENSG00000170846	  0.004	  0.004
ENSG00000109929	  0.004	  0.004
ENSG00000196611	  0.004	  0.004
ENSG00000230701	  0.002	  0.004
ENSG00000184669	  0.001	  0.004
ENSG00000118260	  0.003	  0.004
ENSG00000250892	  0.003	  0.004
ENSG00000107201	  0.002	  0.004
ENSG00000174804	  0.001	  0.004
ENSG00000245648	  0.004	  0.004
ENSG00000164574	  0.002	  0.004
ENSG00000072415	  0.001	  0.004
ENSG00000261819	  0.004	  0.004
ENSG00000168994	  0.004	  0.004
ENSG00000155034	  0.002	  0.004
ENSG00000113391	  0.002	  0.004
ENSG00000280153	  0.004	  0.004
ENSG00000100109	  0.003	  0.004
ENSG00000154978	  0.003	  0.004
ENSG00000006453	  0.003	  0.004
ENSG00000230532	  0.001	  0.004
ENSG00000165264	  0.002	  0.004
ENSG00000139826	  0.003	  0.004
ENSG00000109445	  0.002	  0.004
ENSG00000126785	  0.003	  0.004
ENSG00000133256	  0.004	  0.004
ENSG00000133110	  0.001	  0.004
ENSG00000126216	  0.001	  0.004
ENSG00000163482	  0.001	  0.004
ENSG00000099956	  0.003	  0.004
ENSG00000138686	  0.004	  0.004
ENSG00000162373	  0.004	  0.004
ENSG00000103042	  0.002	  0.004
ENSG00000156885	  0.002	  0.004
ENSG00000188266	  0.001	  0.004
ENSG00000138594	  0.001	  0.004
ENSG00000148803	  0.003	  0.004
ENSG00000158869	  0.004	  0.004
ENSG00000100170	  0.001	  0.004
ENSG00000163975	  0.004	  0.004
ENSG00000152749	  0.003	  0.004
ENSG00000137955	  0.002	  0.004
ENSG00000105793	  0.003	  0.004
ENSG00000050767	  0.003	  0.004
ENSG00000125166	  0.003	  0.004
ENSG00000279373	  0.001	  0.004
ENSG00000170955	  0.003	  0.004
ENSG00000212127	  0.002	  0.004
ENSG00000181072	  0.002	  0.004
ENSG00000261794	  0.003	  0.004
ENSG00000104205	  0.001	  0.004
ENSG00000083857	  0.003	  0.004
ENSG00000048342	  0.003	  0.004
ENSG00000160075	  0.003	  0.004
ENSG00000243317	  0.004	  0.004
ENSG00000175445	  0.002	  0.004
ENSG00000134297	  0.001	  0.004
ENSG00000135899	  0.003	  0.004
ENSG00000102781	  0.003	  0.004
ENSG00000197372	  0.003	  0.004
ENSG00000182899	  0.001	  0.004
ENSG00000275719	  0.003	  0.004
ENSG00000197385	  0.002	  0.004
ENSG00000153395	  0.002	  0.004
ENSG00000143252	  0.001	  0.004
ENSG00000162981	  0.001	  0.004
ENSG00000145241	  0.002	  0.004
ENSG00000169247	  0.002	  0.004
ENSG00000169490	  0.003	  0.004
ENSG00000153832	  0.003	  0.004
ENSG00000186472	  0.001	  0.004
ENSG00000272663	  0.004	  0.004
ENSG00000117153	  0.003	  0.004
ENSG00000214652	  0.001	  0.004
ENSG00000232656	  0.003	  0.004
ENSG00000167114	  0.002	  0.004
ENSG00000145979	  0.003	  0.004
ENSG00000011451	  0.001	  0.004
ENSG00000116729	  0.001	  0.004
ENSG00000165512	  0.001	  0.004
ENSG00000198832	  0.002	  0.004
ENSG00000099953	  0.003	  0.004
ENSG00000246548	  0.003	  0.004
ENSG00000100258	  0.003	  0.004
ENSG00000171084	  0.003	  0.004
ENSG00000281357	  0.002	  0.004
ENSG00000117697	  0.002	  0.004
ENSG00000271452	  0.002	  0.004
ENSG00000113851	  0.002	  0.004
ENSG00000221923	  0.003	  0.004
ENSG00000250775	  0.002	  0.004
ENSG00000115363	  0.003	  0.004
ENSG00000197822	  0.004	  0.004
ENSG00000141574	  0.001	  0.004
ENSG00000169020	  0.002	  0.004
ENSG00000167088	  0.002	  0.004
ENSG00000138757	  0.002	  0.004
ENSG00000251188	  0.001	  0.004
ENSG00000183474	  0.004	  0.004
ENSG00000147443	  0.001	  0.004
ENSG00000134121	  0.004	  0.004
ENSG00000267799	  0.001	  0.004
ENSG00000182986	  0.004	  0.004
ENSG00000149054	  0.003	  0.004
ENSG00000176834	  0.002	  0.004
ENSG00000250131	  0.004	  0.004
ENSG00000251442	  0.001	  0.004
ENSG00000170166	  0.004	  0.004
ENSG00000237813	  0.002	  0.004
ENSG00000171560	  0.004	  0.004
ENSG00000206680	  0.001	  0.004
ENSG00000231084	  0.002	  0.004
ENSG00000166575	  0.002	  0.004
ENSG00000278540	  0.001	  0.004
ENSG00000162576	  0.001	  0.004
ENSG00000223878	  0.002	  0.004
ENSG00000163378	  0.003	  0.004
ENSG00000215630	  0.003	  0.004
ENSG00000198203	  0.002	  0.004
ENSG00000225345	  0.004	  0.004
ENSG00000165046	  0.002	  0.004
ENSG00000166452	  0.002	  0.004
ENSG00000257718	  0.003	  0.004
ENSG00000148935	  0.003	  0.004
ENSG00000253270	  0.003	  0.004
ENSG00000254398	  0.003	  0.004
ENSG00000170903	  0.002	  0.004
ENSG00000270332	  0.002	  0.004
ENSG00000281649	  0.001	  0.004
ENSG00000178776	  0.004	  0.004
ENSG00000138316	  0.003	  0.004
ENSG00000213658	  0.001	  0.004
ENSG00000129128	  0.003	  0.004
ENSG00000108474	  0.001	  0.004
ENSG00000185834	  0.000	  0.004
ENSG00000131797	  0.003	  0.004
ENSG00000236333	  0.002	  0.004
ENSG00000163145	  0.001	  0.004
ENSG00000129292	  0.004	  0.004
ENSG00000085231	  0.001	  0.004
ENSG00000091127	  0.001	  0.004
ENSG00000160953	  0.004	  0.004
ENSG00000100100	  0.001	  0.004
ENSG00000182180	  0.001	  0.004
ENSG00000168026	  0.003	  0.004
ENSG00000141013	  0.001	  0.004
ENSG00000233327	  0.004	  0.004
ENSG00000198081	  0.002	  0.004
ENSG00000185689	  0.003	  0.004
ENSG00000240509	  0.001	  0.004
ENSG00000173276	  0.002	  0.004
ENSG00000104093	  0.001	  0.004
ENSG00000196511	  0.002	  0.004
ENSG00000272182	  0.001	  0.004
ENSG00000204176	  0.002	  0.004
ENSG00000198625	  0.001	  0.004
ENSG00000104728	  0.002	  0.004
ENSG00000267751	  0.003	  0.004
ENSG00000146411	  0.003	  0.004
ENSG00000121318	  0.001	  0.004
ENSG00000120805	  0.003	  0.004
ENSG00000184635	  0.002	  0.004
ENSG00000170165	  0.001	  0.004
ENSG00000235169	  0.002	  0.004
ENSG00000197302	  0.002	  0.003
ENSG00000170364	  0.003	  0.003
ENSG00000260128	  0.003	  0.003
ENSG00000139505	  0.003	  0.003
ENSG00000163618	  0.003	  0.003
ENSG00000165071	  0.003	  0.003
ENSG00000266289	  0.001	  0.003
ENSG00000072135	  0.002	  0.003
ENSG00000004776	  0.001	  0.003
ENSG00000074582	  0.002	  0.003
ENSG00000187944	  0.003	  0.003
ENSG00000205269	  0.003	  0.003
ENSG00000130202	  0.003	  0.003
ENSG00000249242	  0.002	  0.003
ENSG00000134001	  0.001	  0.003
ENSG00000101298	  0.003	  0.003
ENSG00000231119	  0.002	  0.003
ENSG00000182512	  0.003	  0.003
ENSG00000123146	  0.003	  0.003
ENSG00000136280	  0.003	  0.003
ENSG00000188002	  0.003	  0.003
ENSG00000196209	  0.002	  0.003
ENSG00000271320	  0.002	  0.003
ENSG00000131127	  0.002	  0.003
ENSG00000243711	  0.001	  0.003
ENSG00000212125	  0.001	  0.003
ENSG00000261051	  0.001	  0.003
ENSG00000260186	  0.002	  0.003
ENSG00000223509	  0.003	  0.003
ENSG00000244479	  0.002	  0.003
ENSG00000256229	  0.002	  0.003
ENSG00000133710	  0.003	  0.003
ENSG00000214941	  0.002	  0.003
ENSG00000140859	  0.002	  0.003
ENSG00000236427	  0.003	  0.003
ENSG00000279879	  0.002	  0.003
ENSG00000267594	  0.003	  0.003
ENSG00000273055	  0.002	  0.003
ENSG00000230746	  0.002	  0.003
ENSG00000276533	  0.003	  0.003
ENSG00000233836	  0.002	  0.003
ENSG00000075884	  0.001	  0.003
ENSG00000168143	  0.002	  0.003
ENSG00000112902	  0.003	  0.003
ENSG00000075945	  0.002	  0.003
ENSG00000261762	  0.001	  0.003
ENSG00000154188	  0.003	  0.003
ENSG00000102678	  0.003	  0.003
ENSG00000145681	  0.003	  0.003
ENSG00000105835	  0.002	  0.003
ENSG00000229043	  0.003	  0.003
ENSG00000169313	  0.003	  0.003
ENSG00000100744	  0.002	  0.003
ENSG00000078328	  0.003	  0.003
ENSG00000112234	  0.002	  0.003
ENSG00000136738	  0.002	  0.003
ENSG00000276591	  0.001	  0.003
ENSG00000185621	  0.001	  0.003
ENSG00000265136	  0.003	  0.003
ENSG00000241549	  0.003	  0.003
ENSG00000086062	  0.002	  0.003
ENSG00000123609	  0.002	  0.003
ENSG00000170323	  0.001	  0.003
ENSG00000087258	  0.002	  0.003
ENSG00000105750	  0.001	  0.003
ENSG00000256810	  0.003	  0.003
ENSG00000105963	  0.003	  0.003
ENSG00000167136	  0.002	  0.003
ENSG00000284095	  0.002	  0.003
ENSG00000153130	  0.001	  0.003
ENSG00000132122	  0.003	  0.003
ENSG00000196391	  0.001	  0.003
ENSG00000123159	  0.003	  0.003
ENSG00000109158	  0.003	  0.003
ENSG00000229178	  0.003	  0.003
ENSG00000130958	  0.001	  0.003
ENSG00000122176	  0.003	  0.003
ENSG00000274209	  0.002	  0.003
ENSG00000063177	  0.003	  0.003
ENSG00000135736	  0.003	  0.003
ENSG00000116791	  0.003	  0.003
ENSG00000253549	  0.001	  0.003
ENSG00000107537	  0.002	  0.003
ENSG00000120699	  0.001	  0.003
ENSG00000234418	  0.001	  0.003
ENSG00000075239	  0.003	  0.003
ENSG00000178381	  0.002	  0.003
ENSG00000041515	  0.002	  0.003
ENSG00000135916	  0.003	  0.003
ENSG00000175806	  0.000	  0.003
ENSG00000158710	  0.003	  0.003
ENSG00000203722	  0.001	  0.003
ENSG00000198580	  0.002	  0.003
ENSG00000277863	  0.003	  0.003
ENSG00000268362	  0.001	  0.003
ENSG00000111605	  0.001	  0.003
ENSG00000185158	  0.001	  0.003
ENSG00000177873	  0.002	  0.003
ENSG00000231312	  0.003	  0.003
ENSG00000237765	  0.001	  0.003
ENSG00000151093	  0.001	  0.003
ENSG00000165271	  0.003	  0.003
ENSG00000225791	  0.003	  0.003
ENSG00000235436	  0.002	  0.003
ENSG00000100105	  0.003	  0.003
ENSG00000261116	  0.002	  0.003
ENSG00000273018	  0.003	  0.003
ENSG00000171016	  0.001	  0.003
ENSG00000159784	  0.003	  0.003
